n_samples,min_ax,min_ay,min_az,min_gx,min_gy,min_gz,max_ax,max_ay,max_az,max_gx,max_gy,max_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz,mag_acc_mean,mag_gyro_mean,timestamp_inicio,timestamp_fim,classe
50,-14488.0,-32768.0,-13780.0,-1136.0,-24013.0,-24751.0,24436.0,12300.0,25684.0,-1056.0,25633.0,32767.0,2622.96,-13848.32,1764.64,-1092.8,-323.3,10425.88,7939.919387399345,15624.413345069952,8009.942236395966,18.172506706560874,9330.989581496702,14907.004084845486,20805.668151743314,18575.345197138624,2025-11-25T15:30:28.303937,2025-11-25T15:30:30.965274,0
50,-17520.0,-32768.0,-14236.0,-1152.0,-20440.0,-32768.0,19240.0,11580.0,32767.0,-1072.0,29346.0,32767.0,2875.04,-13760.88,511.66,-1116.8,-900.18,-2464.6,7604.024305484563,14555.180659325393,9443.397281931964,18.659046063504963,8439.233945542688,20130.384828909755,20204.22048008239,18745.271330035488,2025-11-25T15:30:30.965274,2025-11-25T15:30:33.620726,0
50,-20320.0,-32768.0,-13856.0,-1168.0,-12626.0,-30690.0,27080.0,14316.0,32767.0,-1088.0,20698.0,32767.0,2909.52,-14258.0,1162.22,-1122.56,-1279.68,4924.76,9761.74200486778,14681.190976211705,9913.200244704029,17.92,6482.111373433813,17376.21747281036,21368.7347684536,16501.248477864458,2025-11-25T15:30:33.620726,2025-11-25T15:30:36.278706,0
50,-13028.0,-32768.0,-11056.0,-1184.0,-23795.0,-32768.0,27092.0,11248.0,32767.0,-1104.0,12359.0,32767.0,4438.32,-13419.04,-109.7,-1136.64,-545.08,1357.9,8070.752374940022,15032.554381687763,8463.651609677705,18.09061635213129,7292.2562786561475,19531.450627385566,20149.94449174083,18743.52946274362,2025-11-25T15:30:36.278706,2025-11-25T15:30:38.937284,0
50,-13092.0,-32768.0,-16724.0,-1184.0,-18637.0,-32768.0,29136.0,16496.0,23580.0,-1104.0,14894.0,32767.0,4653.12,-14252.32,248.72,-1146.56,-335.58,-2056.22,8393.970980745644,15091.536761297704,9259.587988760622,17.412822861328372,7182.487340998242,20969.520426838568,21717.766686484934,19676.67287001628,2025-11-25T15:30:38.937284,2025-11-25T15:30:41.596000,0
50,-10464.0,-32768.0,-15888.0,-1200.0,-10142.0,-32768.0,32767.0,16364.0,26228.0,-1120.0,22533.0,32767.0,4168.54,-13819.92,306.96,-1164.16,1024.08,-5039.18,9003.716835196452,15682.729915215654,9017.113464873335,17.101298196335858,7100.775517758606,17425.487945753484,21596.24332584075,17128.32815889133,2025-11-25T15:30:41.596000,2025-11-25T15:30:44.252468,0
50,-13612.0,-32768.0,-15628.0,-1216.0,-20680.0,-32768.0,32767.0,10796.0,32767.0,-1136.0,15004.0,32767.0,4414.86,-13126.72,-1143.14,-1168.0,-68.78,48.48,9855.476284807346,14378.147117121873,9198.867369431957,18.93145530591877,7659.7855486691005,21408.905099738287,20493.794244596847,20483.459872805644,2025-11-25T15:30:44.252468,2025-11-25T15:30:47.048608,0
50,-26140.0,-32768.0,-15068.0,-1232.0,-15759.0,-32768.0,27116.0,13764.0,32767.0,-1152.0,13391.0,32767.0,3506.72,-13586.0,-959.94,-1181.76,-1046.0,2649.84,10314.531805254177,13872.073661857481,9139.0700454915,19.202666481507197,6662.463367253887,19060.64709012787,20307.750699335673,18479.690542642737,2025-11-25T15:30:47.048608,2025-11-25T15:30:49.573273,0
50,-14868.0,-32768.0,-24508.0,-1232.0,-20963.0,-32768.0,32767.0,10228.0,32767.0,-1152.0,17858.0,32767.0,3231.34,-12984.64,-623.38,-1194.88,-1416.24,3993.12,8592.896055719515,14730.113055587863,10147.189543691396,20.349584762348346,8759.768735668767,20148.645307950606,20376.95990711072,20193.506442738533,2025-11-25T15:30:49.573273,2025-11-25T15:30:52.228214,0
50,-21788.0,-32768.0,-15108.0,-1248.0,-21239.0,-32768.0,24552.0,10816.0,32767.0,-1168.0,13899.0,32767.0,3414.32,-15134.8,666.54,-1210.56,-1354.46,122.86,7461.954064291739,15691.9857710871,10045.911835587649,19.095716797229688,8652.537367061757,19161.243809325115,22156.71977428271,19300.040698191373,2025-11-25T15:30:52.228214,2025-11-25T15:30:54.883111,0
